"evaluation_tier","record_identifier","source_file","assertion_id","domain","official_source_locator","official_expected_value","expected_mapped_meaning","baseline_import_status","stored_database_value","api_observation","classification","eligible_for_semantic_denominator","rationale"
"boundary_stress","CNW 17","dcm-catalogue-data/cnw/data-cnw/cnw0017.xml","17-B09","relation_target","count((//mei:work)[1]//mei:graphic[@target])","{""graphic_targets"":84}","Retain the 84 graphic targets as graphic/incipit references.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""external_reference_count"":8,""mechanical_target_categories"":{""relative_target"":5,""root_relative_target"":3},""rows"":[{""label"":""hasArrangement"",""target"":""cnw0227.xml""},{""label"":""hasArrangement"",""target"":""cnw0228.xml""},{""label"":""hasArrangement"",""target"":""cnw0229.xml""},{""label"":""hasReproduction"",""target"":""/dcm/assets/cnu/pdf/CNU_I_08_aladdin.pdf""},{""label"":""hasReproduction"",""target"":""/dcm/assets/cnu/pdf/CNU_II_08a_aladdin_suite.pdf""},{""label"":""hasReproduction"",""target"":""/dcm/assets/cnu/pdf/CNU_IV_01_juvenilia_et_addenda.pdf#page=268""},{""label"":""hasArrangement"",""target"":""29ed9322-a12d-4efe-bb1a-513797128bfe.xml""},{""label"":""hasArrangement"",""target"":""appendix.xq#CNW_17""}],""stored_domain"":""ExternalReference""}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""external_reference_count"":8,""external_references"":[{""label"":""hasArrangement"",""url"":""cnw0227.xml""},{""label"":""hasArrangement"",""url"":""cnw0228.xml""},{""label"":""hasArrangement"",""url"":""cnw0229.xml""},{""label"":""hasReproduction"",""url"":""/dcm/assets/cnu/pdf/CNU_I_08_aladdin.pdf""},{""label"":""hasReproduction"",""url"":""/dcm/assets/cnu/pdf/CNU_II_08a_aladdin_suite.pdf""},{""label"":""hasReproduction"",""url"":""/dcm/assets/cnu/pdf/CNU_IV_01_juvenilia_et_addenda.pdf#page=268""},{""label"":""hasArrangement"",""url"":""29ed9322-a12d-4efe-bb1a-513797128bfe.xml""},{""label"":""hasArrangement"",""url"":""appendix.xq#CNW_17""}],""relation_or_target_category_fields"":[]},""index_present"":true}","omitted","true","All 84 graphic targets lack a stored/API representation. Their information is omitted without a contradictory replacement. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"boundary_stress","CNW 17","dcm-catalogue-data/cnw/data-cnw/cnw0017.xml","17-B10","relation_target","count((//mei:work)[1]//mei:relation[@target])","{""relation_targets"":8}","Retain the eight relation targets with internal relation semantics.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""external_reference_count"":8,""mechanical_target_categories"":{""relative_target"":5,""root_relative_target"":3},""rows"":[{""label"":""hasArrangement"",""target"":""cnw0227.xml""},{""label"":""hasArrangement"",""target"":""cnw0228.xml""},{""label"":""hasArrangement"",""target"":""cnw0229.xml""},{""label"":""hasReproduction"",""target"":""/dcm/assets/cnu/pdf/CNU_I_08_aladdin.pdf""},{""label"":""hasReproduction"",""target"":""/dcm/assets/cnu/pdf/CNU_II_08a_aladdin_suite.pdf""},{""label"":""hasReproduction"",""target"":""/dcm/assets/cnu/pdf/CNU_IV_01_juvenilia_et_addenda.pdf#page=268""},{""label"":""hasArrangement"",""target"":""29ed9322-a12d-4efe-bb1a-513797128bfe.xml""},{""label"":""hasArrangement"",""target"":""appendix.xq#CNW_17""}],""stored_domain"":""ExternalReference""}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""external_reference_count"":8,""external_references"":[{""label"":""hasArrangement"",""url"":""cnw0227.xml""},{""label"":""hasArrangement"",""url"":""cnw0228.xml""},{""label"":""hasArrangement"",""url"":""cnw0229.xml""},{""label"":""hasReproduction"",""url"":""/dcm/assets/cnu/pdf/CNU_I_08_aladdin.pdf""},{""label"":""hasReproduction"",""url"":""/dcm/assets/cnu/pdf/CNU_II_08a_aladdin_suite.pdf""},{""label"":""hasReproduction"",""url"":""/dcm/assets/cnu/pdf/CNU_IV_01_juvenilia_et_addenda.pdf#page=268""},{""label"":""hasArrangement"",""url"":""29ed9322-a12d-4efe-bb1a-513797128bfe.xml""},{""label"":""hasArrangement"",""url"":""appendix.xq#CNW_17""}],""relation_or_target_category_fields"":[]},""index_present"":true}","incorrect","true","All eight relation target strings survive, but they are represented as ExternalReference rows rather than internal relations. This material category mislabelling makes the assertion incorrect. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"boundary_stress","CNW 2","dcm-catalogue-data/cnw/data-cnw/cnw0002.xml","2-T01","technical_import","archive-member:dcm-catalogue-data/cnw/data-cnw/cnw0002.xml; (//mei:work)[1]","{""file_size"":1539005,""namespace"":""http://www.music-encoding.org/ns/mei"",""stage_a_classification"":""success with warning"",""stage_a_import_log_status"":""success"",""well_formed"":true}","Record the frozen technical outcome separately from semantic fidelity; successful processing is not semantic preservation.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""stage_a"":{""classification"":""success with warning"",""exactly_one_import_log"":true,""import_log_status"":""success"",""warning_categories"":[""no_movements"",""no_source_references"",""no_performance_information""],""warning_count"":3,""work_row_remains"":true},""stored_work_id"":34}","{""database_equality"":true,""detail_http_status"":200,""index_present"":true}","not applicable","false","The record has an accountable successful Stage A import and is present in both limited API checks. This is a technical outcome, not a semantic mapping assertion, so it is classified not applicable and excluded from the semantic denominator. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"boundary_stress","CNW 2","dcm-catalogue-data/cnw/data-cnw/cnw0002.xml","2-T02","technical_import","archive-member:dcm-catalogue-data/cnw/data-cnw/cnw0002.xml; docs/report_evidence/phase2_sample_manifest.csv#CNW 2","{""corpus_max_size_confirmed"":true,""file_size"":1539005,""manifest_size_bytes"":1539005,""namespace"":""http://www.music-encoding.org/ns/mei"",""stage_a_classification"":""success with warning"",""stage_a_import_log_status"":""success"",""well_formed"":true}","Record whether the baseline processes the corpus-maximum 1,539,005-byte official XML file without failure; this is technical-only.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""stage_a"":{""classification"":""success with warning"",""exactly_one_import_log"":true,""import_log_status"":""success"",""warning_categories"":[""no_movements"",""no_source_references"",""no_performance_information""],""warning_count"":3,""work_row_remains"":true},""stored_work_id"":34}","{""database_equality"":true,""detail_http_status"":200,""index_present"":true}","not applicable","false","The 1,539,005-byte corpus-maximum file imported successfully and is available through both limited API checks. Largest-file handling is technical-only, so it is not applicable to semantic fidelity and is excluded from the denominator. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"boundary_stress","CNW 2","dcm-catalogue-data/cnw/data-cnw/cnw0002.xml","2-B01","component_structure","count((//mei:work)[1]//mei:expression)","{""expressions"":54}","Represent all 54 expressions without assuming each expression is a musical movement.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""expression_or_component_rows"":[],""movement_count"":0,""movement_rows"":[]}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""expression_or_component_fields"":[],""movements"":[]},""index_present"":true}","omitted","true","The importer does not map MEI expression/component structures to the baseline model; zero movement rows do not represent the asserted hierarchy or values. The source structure is therefore omitted, and no claim is made that each expression is a musical movement. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"boundary_stress","CNW 2","dcm-catalogue-data/cnw/data-cnw/cnw0002.xml","2-B02","instrumentation","count((//mei:work)[1]//mei:perfRes[normalize-space()])","{""perf_res"":50}","Represent all 50 populated performance resources and their material attributes.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""codedval_or_solo_fields"":[],""instrumentation_count"":33,""rows"":[{""name"":""B."",""section"":""castItem""},{""name"":""Mezz.S."",""section"":""castItem""},{""name"":""T."",""section"":""castItem""},{""name"":""B.Bar."",""section"":""castItem""},{""name"":""T.Bar."",""section"":""castItem""},{""omitted_middle_count"":23},{""name"":""1 vl.1"",""section"":""perfResList""},{""name"":""1 vl.2"",""section"":""perfResList""},{""name"":""1 va."",""section"":""perfResList""},{""name"":""1 vc."",""section"":""perfResList""},{""name"":""1 cb."",""section"":""perfResList""}]}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""instrumentation"":[""1 camp."",""1 cast."",""1 cb."",""1 cl.b."",""1 cor.ingl."",{""omitted_middle_count"":23},""Bar."",""Mezz.S."",""S."",""T."",""T.Bar.""],""instrumentation_sections_or_attributes"":[]},""index_present"":true}","omitted","true","Thirty-three instrumentation rows represent only a subset of the 50 populated perfRes elements because source resource occurrences and attributes are lost during normalization and deduplication. The surviving rows do not contradict the source, so the missing information is classified as omitted. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"boundary_stress","CNW 2","dcm-catalogue-data/cnw/data-cnw/cnw0002.xml","2-B03","source_description","count(//mei:manifestation)","{""manifestations"":39}","Represent all 39 manifestations in the intended source-reference domain.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""rows"":[],""source_reference_count"":0}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""sources"":[]},""index_present"":true}","omitted","true","The official manifestation/item information has no stored source-reference representation; the database and API source arrays are empty. The asserted information is missing without a contradictory replacement, so it is omitted. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"boundary_stress","CNW 2","dcm-catalogue-data/cnw/data-cnw/cnw0002.xml","2-B04","source_description","count(//mei:manifestation//mei:item)","{""held_items"":38}","Represent all 38 held items and their manifestation relationships.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""rows"":[],""source_reference_count"":0}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""sources"":[]},""index_present"":true}","omitted","true","The official manifestation/item information has no stored source-reference representation; the database and API source arrays are empty. The asserted information is missing without a contradictory replacement, so it is omitted. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"boundary_stress","CNW 2","dcm-catalogue-data/cnw/data-cnw/cnw0002.xml","2-B05","performance_event","count((//mei:work)[1]//mei:event)","{""events"":602}","Represent all 602 catalogue events in the performance domain where applicable.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""performance_count"":0,""rows"":[]}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""performances"":[]},""index_present"":true}","omitted","true","The official event structure is not represented: the canonical database has zero performance rows and the API performance array is empty. The asserted event information is omitted rather than contradicted. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"boundary_stress","CNW 2","dcm-catalogue-data/cnw/data-cnw/cnw0002.xml","2-B06","relation_target","count((//mei:work)[1]//*[@target])","{""target_attributes"":106}","Retain all 106 asserted target attributes with their structural categories.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""external_reference_count"":6,""mechanical_target_categories"":{""absolute_http_url"":1,""relative_target"":1,""root_relative_target"":4},""rows"":[{""label"":""External reference"",""target"":""https://tidsskrift.dk/carlnielsenstudies/article/view/27777/24456""},{""label"":""External reference"",""target"":""/dcm/assets/cnu/pdf/CNU_I_01_E_maskarade_1.pdf""},{""label"":""External reference"",""target"":""/dcm/assets/cnu/pdf/CNU_I_02_E_maskarade_2.pdf""},{""label"":""External reference"",""target"":""/dcm/assets/cnu/pdf/CNU_I_03_E_maskarade_3.pdf""},{""label"":""External reference"",""target"":""/dcm/assets/cnu/pdf/CNU_I_01-03_maskarade_critical_commentary.pdf""},{""label"":""hasArrangement"",""target"":""appendix.xq#CNW_2""}],""stored_domain"":""ExternalReference""}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""external_reference_count"":6,""external_references"":[{""label"":""External reference"",""url"":""https://tidsskrift.dk/carlnielsenstudies/article/view/27777/24456""},{""label"":""External reference"",""url"":""/dcm/assets/cnu/pdf/CNU_I_01_E_maskarade_1.pdf""},{""label"":""External reference"",""url"":""/dcm/assets/cnu/pdf/CNU_I_02_E_maskarade_2.pdf""},{""label"":""External reference"",""url"":""/dcm/assets/cnu/pdf/CNU_I_03_E_maskarade_3.pdf""},{""label"":""External reference"",""url"":""/dcm/assets/cnu/pdf/CNU_I_01-03_maskarade_critical_commentary.pdf""},{""label"":""hasArrangement"",""url"":""appendix.xq#CNW_2""}],""relation_or_target_category_fields"":[]},""index_present"":true}","incorrect","true","One hundred graphic targets are omitted, while five retained internal or root-relative targets are stored in the ExternalReference domain alongside one valid absolute URL. Because the compound assertion includes a material category mislabelling, it is classified as incorrect; this decision is not based merely on the difference between 106 source targets and six stored rows. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"boundary_stress","CNW 2","dcm-catalogue-data/cnw/data-cnw/cnw0002.xml","2-B07","relation_target","count((//mei:work)[1]//mei:graphic[@target])","{""graphic_targets"":100}","Retain the 100 graphic targets as graphic/incipit references.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""external_reference_count"":6,""mechanical_target_categories"":{""absolute_http_url"":1,""relative_target"":1,""root_relative_target"":4},""rows"":[{""label"":""External reference"",""target"":""https://tidsskrift.dk/carlnielsenstudies/article/view/27777/24456""},{""label"":""External reference"",""target"":""/dcm/assets/cnu/pdf/CNU_I_01_E_maskarade_1.pdf""},{""label"":""External reference"",""target"":""/dcm/assets/cnu/pdf/CNU_I_02_E_maskarade_2.pdf""},{""label"":""External reference"",""target"":""/dcm/assets/cnu/pdf/CNU_I_03_E_maskarade_3.pdf""},{""label"":""External reference"",""target"":""/dcm/assets/cnu/pdf/CNU_I_01-03_maskarade_critical_commentary.pdf""},{""label"":""hasArrangement"",""target"":""appendix.xq#CNW_2""}],""stored_domain"":""ExternalReference""}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""external_reference_count"":6,""external_references"":[{""label"":""External reference"",""url"":""https://tidsskrift.dk/carlnielsenstudies/article/view/27777/24456""},{""label"":""External reference"",""url"":""/dcm/assets/cnu/pdf/CNU_I_01_E_maskarade_1.pdf""},{""label"":""External reference"",""url"":""/dcm/assets/cnu/pdf/CNU_I_02_E_maskarade_2.pdf""},{""label"":""External reference"",""url"":""/dcm/assets/cnu/pdf/CNU_I_03_E_maskarade_3.pdf""},{""label"":""External reference"",""url"":""/dcm/assets/cnu/pdf/CNU_I_01-03_maskarade_critical_commentary.pdf""},{""label"":""hasArrangement"",""url"":""appendix.xq#CNW_2""}],""relation_or_target_category_fields"":[]},""index_present"":true}","omitted","true","All 100 graphic targets lack a stored/API representation, so their information is omitted without a contradictory replacement. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"boundary_stress","CNW 2","dcm-catalogue-data/cnw/data-cnw/cnw0002.xml","2-B08","relation_target","(//mei:work)[1]//mei:relation[@target] | (//mei:work)[1]//mei:ref[@target] | (//mei:work)[1]//mei:ptr[@target]","{""relation_ref_ptr_targets"":6}","Retain all six relation/ref/ptr targets together with relation type and target category.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""external_reference_count"":6,""mechanical_target_categories"":{""absolute_http_url"":1,""relative_target"":1,""root_relative_target"":4},""rows"":[{""label"":""External reference"",""target"":""https://tidsskrift.dk/carlnielsenstudies/article/view/27777/24456""},{""label"":""External reference"",""target"":""/dcm/assets/cnu/pdf/CNU_I_01_E_maskarade_1.pdf""},{""label"":""External reference"",""target"":""/dcm/assets/cnu/pdf/CNU_I_02_E_maskarade_2.pdf""},{""label"":""External reference"",""target"":""/dcm/assets/cnu/pdf/CNU_I_03_E_maskarade_3.pdf""},{""label"":""External reference"",""target"":""/dcm/assets/cnu/pdf/CNU_I_01-03_maskarade_critical_commentary.pdf""},{""label"":""hasArrangement"",""target"":""appendix.xq#CNW_2""}],""stored_domain"":""ExternalReference""}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""external_reference_count"":6,""external_references"":[{""label"":""External reference"",""url"":""https://tidsskrift.dk/carlnielsenstudies/article/view/27777/24456""},{""label"":""External reference"",""url"":""/dcm/assets/cnu/pdf/CNU_I_01_E_maskarade_1.pdf""},{""label"":""External reference"",""url"":""/dcm/assets/cnu/pdf/CNU_I_02_E_maskarade_2.pdf""},{""label"":""External reference"",""url"":""/dcm/assets/cnu/pdf/CNU_I_03_E_maskarade_3.pdf""},{""label"":""External reference"",""url"":""/dcm/assets/cnu/pdf/CNU_I_01-03_maskarade_critical_commentary.pdf""},{""label"":""hasArrangement"",""url"":""appendix.xq#CNW_2""}],""relation_or_target_category_fields"":[]},""index_present"":true}","incorrect","true","Six target strings survive, but internal/relative relation/ref/ptr targets are represented as ExternalReference rows and relation categories are not fully modeled. This material category mislabelling makes the compound assertion incorrect. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"boundary_stress","CNW 2","dcm-catalogue-data/cnw/data-cnw/cnw0002.xml","2-B09","relation_target","(//mei:work)[1]//mei:relation[@target] | (//mei:work)[1]//mei:ref[@target] | (//mei:work)[1]//mei:ptr[@target]","{""absolute_urls"":1}","Retain the single absolute URL while distinguishing it from internal/relative targets.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""external_reference_count"":6,""mechanical_target_categories"":{""absolute_http_url"":1,""relative_target"":1,""root_relative_target"":4},""rows"":[{""label"":""External reference"",""target"":""https://tidsskrift.dk/carlnielsenstudies/article/view/27777/24456""},{""label"":""External reference"",""target"":""/dcm/assets/cnu/pdf/CNU_I_01_E_maskarade_1.pdf""},{""label"":""External reference"",""target"":""/dcm/assets/cnu/pdf/CNU_I_02_E_maskarade_2.pdf""},{""label"":""External reference"",""target"":""/dcm/assets/cnu/pdf/CNU_I_03_E_maskarade_3.pdf""},{""label"":""External reference"",""target"":""/dcm/assets/cnu/pdf/CNU_I_01-03_maskarade_critical_commentary.pdf""},{""label"":""hasArrangement"",""target"":""appendix.xq#CNW_2""}],""stored_domain"":""ExternalReference""}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""external_reference_count"":6,""external_references"":[{""label"":""External reference"",""url"":""https://tidsskrift.dk/carlnielsenstudies/article/view/27777/24456""},{""label"":""External reference"",""url"":""/dcm/assets/cnu/pdf/CNU_I_01_E_maskarade_1.pdf""},{""label"":""External reference"",""url"":""/dcm/assets/cnu/pdf/CNU_I_02_E_maskarade_2.pdf""},{""label"":""External reference"",""url"":""/dcm/assets/cnu/pdf/CNU_I_03_E_maskarade_3.pdf""},{""label"":""External reference"",""url"":""/dcm/assets/cnu/pdf/CNU_I_01-03_maskarade_critical_commentary.pdf""},{""label"":""hasArrangement"",""url"":""appendix.xq#CNW_2""}],""relation_or_target_category_fields"":[]},""index_present"":true}","preserved","true","The single absolute HTTP(S) target is retained as one absolute ExternalReference URL and exposed unchanged by the API, preserving this bounded assertion. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
